Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th,p2_P_th,p3_P_th,p4_P_th,p5_P_th,p6_P_th,p1_P_el_h,p2_P_el_h,p3_P_el_h,p4_P_el_h,p5_P_el_h,p6_P_el_h,p1_COP,p2_COP,p3_COP,p4_COP,p5_COP,p6_COP,MAPE_P_el_h,MAPE_COP,MAPE_P_th,p1_Pdc,p2_Pdc,p3_Pdc,p4_Pdc,p5_Pdc,p6_Pdc,p1_P_el_c,p2_P_el_c,p3_P_el_c,p4_P_el_c,p5_P_el_c,p6_P_el_c,p1_EER,p2_EER,p3_EER,p4_EER,p5_EER,p6_EER,MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
Viessmann,VITOCAL 300-G BWC 301.C12,2019-07-11,Brine/Water,Regulated,2.0,R410a,2.3,41.0,,12,average,3561,10860,3.05,,,-8.532071962194372,38.212390768896526,-5.345761799707736,29.521450279919208,-27.337308825988792,-27.115223316139307,3.359537228260552,-11.16261383796575,3.3595577242119634,-12.675691751642717,13.547325295869722,3.3595179970778903,107.76517859613266,-552.1561019468893,109.72151166448047,117.24340519480512,178.11477147086947,50.94553827969655,44.674499979054666,4.421612852727349,41.8060654000225,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 300-G BWC 301.C16,2020-08-18,Brine/Water,Regulated,2.0,R410a,3.25,40.0,,0,average,4427,14210,3.21,,,17.63894673789072,32.83956800461337,17.4998962356909,-13.635134011544304,-5.621542178455938,-49.08938190087201,1.4028018224491865,-211.4050316032576,22.61218884987501,122.57610975834017,42.392860282287856,22.612188524205266,-5.124617064497549,-180.6685507212954,-5.124616660515478,-23.16631277015459,76.88432195150541,147.1405872559045,26.17992826104456,2.8516288225936286,25.98306179275845,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB 101.A12,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15,average,3990,7700,1.93,,,14007.62380086378,-14624.436376415188,-11447.713287576844,6029.93625014937,3779.290826857756,2324.743378208758,1549.8256776329397,-1499.8261451324745,-1396.8089578773397,580.264941442035,405.61799394370473,368.380723259298,20501.79998099629,-21966.11841158674,-16125.097692448053,8978.571349367383,5703.902257942353,3016.200985963023,18.169272438717663,2.874936327147455,19.49821427983563,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB 101.A14,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15,average,4307,8700,2.02,,,11449.450608802495,-12022.34665113445,-9278.92249373031,4919.926083528049,3123.282360180871,1866.0681685704549,3903.127551311715,-4018.7710430343695,-3251.6777704527194,1645.2553210759263,1045.3853075129707,695.6787292327742,1818.8761341047884,-2311.7160573296314,-1009.0109573297092,587.2664863822912,747.927915326056,186.5693732662129,14.605942739990828,1.3141595953965055,17.755564637275825,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB 101.A16,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15,average,4868,9200,1.89,,,1882.8969005070649,-1772.1710006414664,-1742.9442422132456,750.8790630298556,448.0214669461972,442.567614978646,583.5876539448153,-405.8275586932035,-695.7628735661419,183.3387552946484,98.50869481804692,238.25568805072376,21739.00961721045,-23434.43803194109,-16932.408552051205,9329.541039844453,6192.770284889878,3224.101591889356,3.3600445573597035,1.7406411137177749,4.563016119001232,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB-M 101.A12,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15,average,4062,7840,1.93,,,-607.1625170918156,860.7549428893119,242.30805297640643,-313.2351509781198,-240.32681294145755,54.00564199892488,-1246.6298146892548,1432.6137651194858,872.3967927278519,-591.4797782190047,-367.966249019143,-105.67250725080774,13729.203635841142,-14551.923074916687,-10963.509328832832,5706.6993838444805,3878.038868949085,2278.6360672290702,9.920096867502265,0.9922751132781866,9.972436606335291,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB-M 101.A14,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15,average,4605,9440,2.05,,,-446.6152763081992,651.6214130659466,157.63046005193237,-247.36458487618884,-176.94084719166588,58.949595581690666,-1074.852231223873,1239.1084887491972,748.3502370587249,-523.2942422141249,-312.84231720444114,-82.24707887076278,13917.5138215971,-14765.806393896266,-11101.92063392047,5798.597525150433,3932.649838013792,2296.853607793174,8.706007851417958,1.513687067315698,9.370147123186772,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB-M 101.A16,2020-11-02,Outdoor Air/Water,Regulated,1.0,R410a,2.5,41.0,64.0,15,average,5098,10450,2.05,,,9988.19217512506,-10451.924182376437,-8136.919628960381,4287.651068333374,2711.4110967687293,1651.302514206605,2632.945886404492,-2682.430589782699,-2224.2425606708184,1082.312810589807,705.2947535358935,498.89712945621767,6435.54065327903,-6964.297636270397,-4985.852853761116,2590.61206648445,1914.7642844708564,1049.8218090722737,16.979962115909515,2.526325883724724,19.4136515607469,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB-M 101.B04,2020-11-02,Outdoor Air/Water,Regulated,1.0,R32,0.95,41.0,62.0,15,average,1751,3310,1.89,,,197.1584160307305,-195.7076168485736,-172.25115303233866,45.63136971043727,66.11469071852468,61.07117999294587,119.87502943011114,-170.7050156177333,-45.79420393447759,23.232399924954027,66.67182119385798,7.933384370837444,298.97961663662346,-280.6496307338344,-276.1766105470064,-203.0548799915866,201.5753513119793,269.4492960597177,18.28256913144736,11.407384095807544,11.94831446228569,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB-M 101.B06,2020-11-02,Outdoor Air/Water,Regulated,1.0,R32,0.95,41.0,62.0,15,average,1751,3310,1.89,,,283.00184085789715,-234.9939107796725,-295.12857713881726,87.7014868929122,64.33627752080169,97.29576789695636,265.5025721010964,-252.92425530360097,-240.7262615837749,75.26660549070438,79.68674863442345,74.7078071768674,93.1345379131355,-29.74046218636556,-149.9649146014517,-418.6123821569967,184.8042127755513,330.716977662672,12.475633794952817,6.024237716440103,12.543920028974888,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 100-S AWB-M 101.B08,2020-11-02,Outdoor Air/Water,Regulated,1.0,R32,1.6,41.0,64.0,15,average,3041,5930,1.95,,,240.75402303589107,-217.72240786225467,-237.9451042445382,87.93509159239366,57.964265494030016,70.68378895090814,186.6406444747564,-205.13029237987595,-141.1943871342424,60.94817490791743,65.57607675870071,34.234082223693925,371.84564780791527,-239.131779601386,-470.2131240472545,-440.6264140284872,285.9388607156554,504.5172891015906,15.719918648645386,3.656916786678614,16.295016569622188,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO 201.A10,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,25,average,3754,8560,2.28,,,1632.4231202355627,-1539.1947808574164,-1514.089206620595,638.8302648191224,395.9289970167997,394.01885105319326,-366.9763396763466,505.88517822600977,165.63806001782172,-229.8214075015753,-119.87714931135272,42.98603484836854,19055.07598082926,-20301.289622167835,-15104.406806658551,8071.744499530659,5365.92352525873,3017.7120733807083,5.850109519636608,1.3098184246428404,5.275106374286664,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO 201.A13,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,31,average,4268,9730,2.28,,,870.7695757999448,-752.2104820062426,-880.6496545400705,305.96608309613964,196.12509838850028,264.29704527628866,-594.438447087492,757.9044579730875,336.72877346153774,-336.9191527144593,-183.78894414861588,17.222877335450573,18254.46151344285,-19587.789232849536,-14314.519560852808,7742.161510854317,5197.1612768766245,2810.265238490624,6.420719383262717,1.3479739982921888,5.018097358506085,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO 201.A16,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,40,average,4569,10600,2.32,,,562.0759827711373,-457.38363815832673,-597.1087834896578,175.91282640722554,123.68852442163126,195.781380832726,-551.843873975511,706.5535611574004,310.33442526868635,-317.72784474182833,-169.73860247638405,19.414714547462506,16449.867767947337,-17645.879932655484,-12908.3979767832,6940.330128630422,4696.529661277967,2559.9678527801407,7.254466113824819,1.479433416079118,5.351189533875012,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO-E-M 201.A04,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,39.0,53.0,16,average,2281,4630,2.03,,,1678.5835615158478,-1638.0791562247923,-1492.7783937682077,683.7068741851984,419.648679747527,357.29010412421866,341.70671944796425,-235.95547890051137,-410.0467183084466,81.4967869195654,69.3880858073245,154.68182171269197,10472.843576078983,-11502.343249254887,-7908.099596525952,4387.95062750234,3116.4783308766087,1496.9841348603393,3.9985665504282686,0.810052110490115,2.653249253301203,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO-E-M 201.A06,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,39.0,54.0,16,average,2438,4950,2.03,,,2177.7342380420723,-2167.917565502629,-1891.6461415836272,904.7492981993456,555.682172819755,432.141652730399,516.5817008292446,-420.0995805708156,-551.3361803023458,156.48326234146748,117.45469087011656,183.0261167077907,11905.52946745733,-13052.689917595471,-9019.407008328124,5027.299414134555,3517.2984291673747,1693.0187097169462,3.8385264162032793,0.8573081605557482,2.2296071627531826,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO-E-M 201.A08,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,39.0,55.0,16,average,2637,5670,2.15,,,1243.27559958066,-1136.9741306535043,-1189.0073138692142,476.5219028086476,290.1097681251812,322.18669506055267,-11.602506828051014,142.9411631433179,-132.39911299290887,-75.71225224467985,-28.242747711851948,104.57374391299118,7944.8966325148385,-8577.927280454138,-6162.258136332667,3226.349333722369,2341.515552541221,1277.0990296913265,7.53123608039812,0.5584108898370994,6.289665444579921,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO-E-M 201.A10,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,50,average,3659,8270,2.26,,,3171.1980884327963,-3216.305337587489,-2692.847741096512,1330.5330218436347,829.3754339217994,593.8284673756219,854.2971663097806,-812.4507659361744,-784.8600612046025,320.0030166766615,218.26497263076288,208.6858806251581,16190.609007968262,-17295.757959533526,-12776.618574191009,6821.642659373237,4593.8440486723575,2556.999237152489,4.321387671975632,0.6577893624642819,3.4695984244616205,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO-E-M 201.A13,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,50,average,3925,8910,2.27,,,2899.8000609202427,-3041.3707756481804,-2345.2093737600258,1216.1580554760958,801.9463242580659,484.22693350872896,416.2522530362834,-390.6174653576465,-384.3571137494811,123.49976070040532,118.66460806171035,118.85059201163712,17194.92683677826,-18289.787815886903,-13662.44655396291,7244.796441045994,4845.5759937788025,2761.9637224030243,10.215438725719494,1.3850447445909304,9.040518234360556,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-A AWO-E-M 201.A16,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.4,39.0,56.0,59,average,4199,9490,2.26,,,2803.1070656417746,-2916.8309613645947,-2292.24015929312,1166.755147361598,768.9511596607182,485.1612483146194,306.32076353379136,-253.08165931272688,-319.3494573415984,67.17301418449985,82.88209928145245,117.69775996978706,18555.631653722416,-19770.9835910355,-14708.739996867256,7844.778328736311,5233.289087918507,2948.0345717258547,10.436215677992385,1.5049933479861923,9.1377559976136,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 200-G BWC 201.B13,2020-10-06,Brine/Water,On-Off,5.0,R410a,2.15,49.0,,0,average,3920,12230,3.12,,,60.31834059159508,-106.32976682743583,-1.43706764655802,103.48825803531832,0.8045976420592517,-55.637795372325584,-0.4689078089304475,-336.2519934977743,-0.4688170697736725,335.44901293808806,1.8945503279670728,0.210024826273204,28.32113221514041,-233.20497305533905,70.506097460762,32.016779082971695,78.70527489873466,32.2496129781997,2.412433898033853,2.7613809540032066,0.498084818303006,,,,,,,,,,,,,,,,,,,,,
Viessmann,Vitocal 222-S AWBT-M 221.C04,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,39.0,53.0,16,average,2366,4780,2.02,,,-563.2153473923522,653.6645917076662,395.5129322911392,-295.0977540452287,-157.9432596466162,-34.96073794098686,-828.3919349576591,966.673766232248,567.846677496596,-435.4871038950635,-232.1959108765449,-42.63965637212363,7951.526083866654,-8995.46992596327,-5702.991000007201,3339.416254718697,2474.7606552952293,985.153450703658,3.4282173001580976,0.5903619018634376,1.4537079067200702,,,,,,,,,,,,,,,,,,,,,
WOLF,CHA-07/400V,2020-06-30,Outdoor Air/Water,Regulated,1.0,R290,3.1,,52.0,15,average,2532,5620,2.22,,,95.98253726641448,-157.5560189264693,-12.021512773467125,48.728549367602575,48.99137785919816,-22.914835922705056,107.37478557128132,-169.0591605645975,-22.19276684272644,15.647849449820756,69.3074193776439,0.029276606553489,-108.79933360569542,70.6477774701791,143.57024972262147,-198.44292560580848,44.84560507724065,56.465325749735925,24.539884964602475,4.647508257427055,17.211637962393336,,,,,,,,,,,,,,,,,,,,,
WOLF,CHA-10/400V,2020-06-30,Outdoor Air/Water,Regulated,1.0,R290,3.4,,53.0,15,average,3364,7030,2.09,,,191.8510079091452,-203.6897847988851,-150.92194425145064,70.05510663964634,59.873966530837066,34.323507654474355,153.23274014767404,-182.6360073723849,-98.10012207881152,21.84589699282721,72.72781553043983,34.06936425484629,73.84638466558168,-113.3198588840293,-11.802368226998857,-244.92510198607303,144.4114292907354,162.3613040344757,20.694753123281213,6.728905060311688,14.744002338241248,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 101,2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,4.8,,,10,average,3438,6980,2.03,,,-12.666087563124428,5.6109674778702505,12.431532262413851,-3.488687872327512,-1.1516789927588351,0.5860738153017777,-20.425876274326715,-21.07844256322527,61.8073614909372,-8.886468889017111,14.682950375306149,-25.498834979579783,-7.394767467840467,56.53422558088605,-48.53237379219901,-50.9746812781986,-9.10130037713185,64.67502440955583,3.386543677714457,2.450999728900011,1.9560532831709745,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 121,2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,5.8,,,10,average,4183,8700,2.08,,,-6.2904521597894885,-1.5485231306218723,9.508945718430502,-5.394442824542835,2.484355934861078,2.71678381531136,15.5057275093686,-56.61023260105912,30.648475592335817,5.791235421010408,23.76926401018809,-18.32439325017917,-72.78042386801837,116.55709834331353,16.879046771262676,-88.03641290318126,-20.034457640060403,52.765576556110325,3.613061224678015,2.624165856436896,2.182109683146743,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 140 (L),2019-10-08,Outdoor Air/Water,On-Off,4.0,R407c,10.2,58.0,,10,average,4815,10400,2.16,,,-42.09013490924247,18.487202770549736,59.19448628018209,-10.221116506724568,-3.9323255927625,-20.17867853849047,-8.164527573525637,-52.50132357933122,73.73973632185741,-0.248347169988448,24.719264554707014,-36.77055267343782,-43.735418599270176,141.58598384915524,-70.41115500400426,-90.30998560044982,-29.895402649498408,97.93499536206409,4.155572400443389,2.7950088671310755,1.6915067104018873,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 180 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,6.8,59.0,,10,average,6588,12780,1.94,,,-77.96544719622408,-59.97203164869709,228.5722824401024,18.45940586396194,17.784875964669578,-125.25294957017849,-9.39302323757862,-93.75021190734228,127.50658549135402,7.303610851650574,39.4566925971354,-70.14474349149961,-27.14630082622956,19.22582275722959,37.52788512282711,-149.17259709237553,47.67902022414122,79.0161426611131,21.80279519247541,2.920753059565784,15.70218701253773,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 251 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,R407c,9.8,63.0,,10,average,9266,19180,2.07,,,-120.7953122546791,-23.71005422859525,272.4901191656146,-6.633111591722618,13.279284317450916,-133.27663706440703,-55.89210451550094,-51.7034729856262,173.18006044836338,-15.479897104696478,30.999783107518933,-80.28041802204456,13.018583804779215,62.04494236018799,-96.3898662408945,-145.2799246024329,28.715070243175788,144.12466269990554,18.85293305857473,2.807880085749663,14.35479904074789,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 300(L),2020-07-20,Outdoor Air/Water,Regulated,1.0,Other,10.0,68.0,68.0,38,average,10231,20360,1.99,,,99.30552588212107,43.98592326866831,-249.57259163965088,-33.62291752722088,-4.182332105708728,144.67410240006737,15.084177281075256,46.05203651167959,-81.95393217410275,-41.50333916750282,-0.5499603942501216,62.95227107833042,115.22548186961052,-4.999401481132278,-223.57699395085072,-118.7560325362092,48.30285574076663,189.53571293044573,5.938372144784704,2.679143634262559,4.122715453940653,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LW 310 (L),2019-10-08,Outdoor Air/Water,Regulated,1.0,Other,10.0,68.0,,10,average,11704,23760,2.03,,,-126.99658446488716,-32.77347163706398,295.75426041501254,1.7587121909542134,13.383894997646784,-149.66251052329454,-59.13092310566011,-46.58572756888922,174.0602485059928,-15.95611991450996,28.830867696594108,-80.37580604156184,-60.76600144926137,59.39012554561233,56.44830553992553,-96.43997248107335,8.99977509856372,38.07323857393279,16.86338592721603,2.763470411011044,12.73773962224694,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LWAV 122R3,2019-03-27,Outdoor Air/Water,Regulated,1.0,R410a,3.6,47.0,58.0,20,average,3807,8300,2.18,,,178.8093603053078,-72.02529607981364,-267.03708492557746,-4.065870681414044,33.29840089394939,132.38546687882717,165.19714381843846,-69.83841264053507,-243.29923346275365,-0.6692555200248655,32.08282415580579,117.26962789868064,-96.0649906507665,175.92278100987198,-10.754723253728802,-366.137615152946,75.13805249614458,229.17571047198075,8.216300857157899,5.4535380213131495,6.927535380632938,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LWAV 82R1/3,2019-03-27,Outdoor Air/Water,Regulated,1.0,R410a,3.0,48.0,50.0,31,average,2182,5040,2.31,,,370.7996671306567,-227.37564889540792,-473.3956047591386,85.21655793026643,62.533623441457706,184.1471477596747,282.7034567459313,-166.42134378899564,-368.7491999125455,50.05176628010718,52.59045795481759,150.86347895134145,-76.65846852871202,65.60587811078742,81.50076695947268,-514.880300333381,186.0366269629956,268.98738836533715,6.062837716684611,5.407233504016568,7.207077330229316,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LWC 100,2019-09-06,Outdoor Air/Water,On-Off,4.0,Other,4.1,55.0,,10,average,3896,7830,2.01,,,-15.680349843649951,30.70055539987202,-9.654517066206884,-15.85401152955096,-6.9525188601794,18.7152006537442,22.675099753924165,-45.64760416754959,3.076129032321534,5.079023472997004,19.403703689043216,-3.909489074139216,-137.45529861086789,157.4624795190163,99.55990424337932,-112.8311051598444,-26.630576442885307,24.80801040630048,2.299525837082902,2.5883595534488992,1.3516634027465342,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LWC 120,2019-09-06,Outdoor Air/Water,On-Off,4.0,Other,4.5,55.0,,10,average,4642,8820,1.9,,,-21.27917828456032,29.447199637743303,3.489935328051137,-13.479215829312144,-7.447987680701983,10.549188122805448,-7.441699446482284,-20.40541081250273,35.79418307063598,-12.2162485278693,15.780446001068135,-10.886338221812698,-84.7616362937188,126.92473040005488,26.115780651212884,-70.27865875009824,-31.431872034347137,38.07620034983536,2.635515415011364,3.4498972693925616,0.8492787964270093,,,,,,,,,,,,,,,,,,,,,
ait-deutschland,LWC 60,2019-09-06,Outdoor Air/Water,On-Off,4.0,R407c,2.95,55.0,,10,average,2188,4420,2.02,,,-43.2798866636759,32.3203041785571,42.75761870987092,-15.434497499570652,-7.820828510747333,-7.249729365093358,-26.12477345945849,-18.84696358446268,70.6089617793625,-13.66322553506127,15.71583361918214,-27.03074270031512,-79.0897665434018,116.6314212261604,25.436585493414977,-56.00603075034284,-33.17282208849125,30.9536356040028,3.115161410251878,2.83105522938402,1.019148174045597,,,,,,,,,,,,,,,,,,,,,
